id,egmm,if.,lof,ocsvm,rkde,scif,svdd
57,-0.134446897,-0.267079687,-0.137851659,-0.117169675,0.290053561,-0.109753786,-0.466650482
58,-0.130455349,-0.343346412,-0.101634276,-0.208162135,-0.499670641,-0.181388773,0.364499328
59,0.133245268,0.52946735,-0.177481951,-0.166178254,2.010614659,0.225511062,-0.568183594
60,-0.104361072,-0.413788779,-0.209478914,-0.626798917,0.292081002,-0.159388299,-0.423251789
61,0.150557075,0.224896935,0.172631586,1.187431032,-0.493172255,-0.181388773,1.164331908
62,-0.142760401,-0.625647826,-0.218055086,-1.567852026,-0.244141961,-0.175812138,-0.134547511
63,-0.177706428,-0.659569089,-0.200185757,-0.46678853,-0.410098494,-0.181388773,0.729994124
64,-0.284748122,-0.837620328,-0.23636014,-1.028319263,-0.502197477,-0.181388773,-0.121871126
65,-0.037581252,-0.105863507,-0.08865801,0.122450479,-0.38521725,-0.175812138,1.347948806
66,0.283391947,0.602389219,-0.165599856,-0.125659789,2.371301269,0.213984903,-1.507563186
67,-0.218469244,0.115255248,0.113805363,1.300356141,-0.293244157,-0.136227355,0.412306535
68,-0.234270231,-0.209748049,-0.168619257,0.28623287,-0.499434433,-0.181388773,-0.429597608
69,-0.067776325,-0.509363644,-0.132108328,0.275609802,-0.504063926,-0.181388773,0.666124061
70,0.070944615,0.014315357,-0.190975182,-1.402428572,1.04537952,-0.009920409,-2.350672425
71,-0.259112153,-0.634989378,-0.185370177,0.41512366,-0.500933131,-0.181388773,0.066627171
72,-0.115813457,-0.066079788,-0.078872523,0.301742002,0.314695277,-0.116574839,-0.624502742
73,-0.087110551,-0.150333384,-0.124101023,0.839023391,0.559041521,-0.066661558,-1.247750692
74,0.080670349,0.193352705,0.016906766,0.565230274,-0.49621131,-0.147415054,0.52814825
75,-0.182262868,-0.307483097,-0.174998106,0.272907382,-0.503618726,-0.181388773,0.663317256
76,0.074651052,-0.602740569,0.080665227,-0.431248148,-0.45671789,-0.144148208,-0.73184777
77,0.024250434,0.757671519,-0.175986702,0.87931214,-0.500450106,-0.153004978,-0.020063435
78,-0.275299505,-0.965693559,-0.212892721,-0.416140062,-0.503071042,-0.181388773,-0.285199706
79,-0.245480138,-1.049915891,-0.213580422,-1.736355257,-0.495174279,-0.181388773,-0.025127887
80,-0.023690772,-0.100697369,-0.219150486,0.336203135,-0.504652321,-0.147415054,0.189165556
81,0.104092048,1.009729929,-0.111879016,-0.368563432,1.844701777,0.144038135,-0.501857577
82,-0.292859118,-0.521571013,-0.167496643,-1.163779348,-0.498147327,-0.181388773,-0.343181581
83,-0.222892454,-0.657788449,-0.162009642,-1.848966515,-0.327767824,-0.136227355,-0.478853981
84,0.123985837,1.30679045,0.323064581,1.688488807,1.221788237,0.594044298,0.819979675
85,-0.059644013,-0.080119416,-0.100006595,0.4707518,-0.275166212,-0.144148208,0.033677724
86,-0.105160447,-0.111158981,-0.187296546,-0.189187832,-0.503997998,-0.181388773,-0.042044988
87,-0.262805268,-0.770480392,-0.207966341,-0.010764688,-0.500799295,-0.181388773,-0.055712907
88,0.095338887,-0.320903411,-0.032396615,0.850560265,-0.499133492,-0.181388773,0.966299628
89,-0.082055834,-0.569584447,-0.228353823,-0.746457739,0.454472439,-0.115361333,-1.135524264
90,-0.245290953,-0.705430692,-0.217961901,-1.022707952,-0.317700356,-0.181388773,-0.041343287
91,0.323731094,0.38998296,0.28379981,1.680079942,-0.489852067,-0.181388773,1.519926616
92,-0.267684122,-0.767083776,-0.197033942,-0.464642983,-0.501352506,-0.181388773,-0.075558847
93,-0.272115326,-0.791477987,-0.218881437,-0.294460317,-0.502745064,-0.181388773,0.243882994
94,-0.06533823,-0.389379592,-0.197400701,-1.574198633,0.494439497,-0.066661558,-1.963668962
95,-0.091978747,-0.45341854,-0.207949434,-1.431193337,0.523220626,-0.035290222,-1.620033684
96,-0.135688593,-0.567526043,-0.208001426,-0.831010591,-0.14869583,-0.121247271,-0.655728445
97,-0.196715575,-0.646303155,-0.146831011,-1.240944712,-0.355594385,-0.181388773,-0.353844388
98,0.198804708,1.953433461,-0.008895706,0.920462208,-0.404670077,-0.015862406,0.532221168
99,-0.201258692,-0.625482351,-0.15148354,-0.408076024,-0.436063835,-0.181388773,-0.265872414
100,-0.093878596,0.433238773,-0.200586544,0.119047332,-0.502290953,-0.181388773,0.085359542
101,0.314479656,-0.480553312,0.164094669,0.80238199,-0.423407581,-0.181388773,0.301681817
102,0.331338483,1.568891517,0.9238371,1.685348043,-0.256586867,0.16594312,2.159719459
103,0.165638623,-0.887471811,-0.031024405,-0.710978549,-0.434443534,-0.181388773,0.229955751
104,0.588156478,2.112898633,0.050692715,1.689132158,-0.415928357,0.083948215,1.034562951
105,-0.215953876,-0.405101297,0.04195795,-0.326364189,-0.487172084,-0.181388773,0.137621027
106,-0.174162531,0.05496997,-0.024000759,0.41449372,-0.014354024,-0.159388299,-0.753768306
107,-0.17317397,1.267819242,0.275279864,1.68594378,-0.488350483,-0.175812138,1.454119247
108,-0.130823062,-0.26690984,-0.185271497,0.189204293,-0.503801707,-0.181388773,0.491369955
109,0.029313145,-0.33868152,-0.04803506,-0.475154195,-0.50045515,-0.181388773,-0.057985808
110,-0.271465168,-0.864942943,-0.209071144,-0.121276414,-0.504054643,-0.181388773,0.124410739
111,-0.104862014,-0.544133495,0.003963969,0.401031293,-0.49067409,-0.181388773,-0.33979511
112,-0.039286586,-0.07297372,-0.099699784,0.833645428,0.654374652,-0.05539823,-0.955797232
113,0.437039891,2.280322372,0.193218547,0.921590289,3.487239429,0.776607452,0.452837406
114,-0.163999805,-0.531393872,-0.128018565,-0.498058647,-0.278726142,-0.181388773,-0.345698552
115,0.184082878,1.564701694,-0.115441858,0.818683165,-0.447112807,-0.093567189,0.303481833
116,0.182143061,0.880386676,-0.180398148,1.128332179,2.199900867,0.134474113,-1.091195054
117,-0.066001712,1.109973553,-0.036552644,0.898457753,-0.495432778,-0.175812138,0.130222655
118,0.532583901,1.699139978,0.050650981,1.687524484,2.469758648,0.602104542,0.602833664
119,0.121073446,0.432577824,-0.203090209,0.236679278,1.895507682,0.056834317,-1.549619495
120,-0.154156829,-0.399416737,-0.162514091,-0.27397648,-0.503928532,-0.181388773,0.27783923
121,0.061210887,1.352632648,-0.078659195,1.036434437,-0.486018939,-0.153004978,0.257062773
122,0.07777661,0.597934135,0.012405112,1.241267125,-0.496406917,-0.147415054,0.495000496
123,-0.269394785,-1.011102397,-0.238286795,-1.866910217,-0.422732901,-0.181388773,-0.195137883
124,-0.142896295,-0.347610706,-0.184391239,-0.100985241,-0.327768653,-0.181388773,0.765994446
125,0.206982319,-0.020073474,-0.072256118,-0.155490238,1.077256334,0.073471832,-1.572089187
126,-0.12920033,-0.439622763,-0.144918618,-0.714124527,-0.420703674,-0.181388773,1.046354582
127,-0.289173997,-1.205552816,-0.233944479,-1.24458588,-0.501360112,-0.181388773,0.605594705
128,0.332039269,1.26567553,-0.089479238,-0.426030972,2.764118942,0.373926656,0.11548693
129,-0.117931802,-0.066486197,-0.150211826,0.358439273,-0.503041294,-0.181388773,0.836820503
130,-0.110593535,0.271899754,0.257839592,1.65758876,-0.482514843,-0.181388773,-0.102360782
131,1.108275403,2.649052738,0.310295333,1.139922477,-0.275628885,0.839327892,1.331611371
132,-0.093521542,-0.516993529,-0.189516628,-0.035155753,0.415388293,-0.115361333,-1.093940841
133,-0.262874547,-0.726434282,-0.136602164,-0.477495646,-0.487118482,-0.181388773,1.313595956
134,-0.285574143,-0.87499108,-0.225965207,-0.686700975,-0.503052658,-0.181388773,0.504976856
135,-0.18879643,-0.07409171,-0.047819438,1.432196119,-0.196154982,-0.147415054,1.112207713
136,-0.21573538,-0.628463679,-0.215894075,-0.648195464,-0.181952026,-0.167336085,-0.331588257
137,-0.291065852,-1.048572931,-0.195042229,-1.290656199,-0.493018004,-0.181388773,0.435554201
138,-0.286280258,-1.175466514,-0.221115014,-1.514598682,-0.496559035,-0.181388773,0.070318729
139,0.157578255,0.615530384,-0.209511454,-0.139526215,2.126776641,0.055654969,-1.547941513
140,0.254105498,1.711047756,0.678811107,1.68279076,0.760580543,0.318281136,0.771302968
141,-0.233481514,-0.416135905,-0.187589796,-0.693218312,-0.276357077,-0.147415054,-0.348596883
142,-0.271118772,-1.032874877,-0.220569668,-2.156686543,-0.439381961,-0.181388773,-0.299371019
143,-0.177266772,-0.726018041,-0.144967105,-1.180806948,-0.493107389,-0.181388773,-0.596571984
144,-0.288017567,-0.726064869,-0.211054091,-1.663076386,-0.483774774,-0.181388773,-0.377824264
145,-0.133205201,-0.684494876,-0.217699532,-1.36178668,0.121385987,-0.159388299,-1.269457666
146,-0.155302601,0.163149705,0.005322358,-0.1359932,0.145142854,-0.079611499,-0.862898096
147,-0.240910376,-0.949344994,-0.194478185,-1.427620562,-0.491573285,-0.181388773,0.317653146
148,-0.023229799,0.034590548,-0.236605836,0.524295776,-0.50470636,-0.147415054,0.274437505
149,-0.171529921,1.804366086,1.32415086,1.684451167,-0.168329517,-0.073987216,0.779250497
150,0.016792262,-0.461159299,-0.188001838,-0.826644684,0.386165992,-0.115361333,-1.686283429
151,0.168734871,0.313485639,-0.038051008,-0.391277079,0.667865728,-0.035290222,-1.174773768
152,-0.071104391,0.067505697,-0.218618466,0.237542266,-0.504731529,-0.181388773,0.39551147
153,-0.290810052,-0.825447298,-0.165173077,-1.217942358,-0.497010722,-0.181388773,-0.489532043
154,0.021042274,0.397373132,-0.197310135,0.49146617,-0.502112225,-0.147415054,0.171028105
155,-0.098325788,-0.696335508,-0.092844432,0.012776954,-0.472992688,-0.181388773,1.390737324
156,-0.047416234,0.106311865,-0.155980712,-0.111361423,0.303157248,-0.040932612,-0.8325724
157,-0.224984153,-0.529981695,-0.086181501,-0.427064868,-0.45187676,-0.181388773,-0.346430762
158,-0.249711499,-0.885493983,-0.218170378,-1.422806407,-0.48308846,-0.181388773,0.579769051
159,-0.289709579,-0.882955316,-0.19398425,-0.275280959,-0.500033305,-0.181388773,-0.499813491
160,0.016997435,0.081292028,-0.065573684,0.057179065,0.773125811,-0.035715557,-0.901339117
161,-0.058639464,-0.486905797,-0.199723807,-1.045002199,0.344874152,-0.153801363,-0.708981464
162,0.280173129,-0.164294696,0.190903384,-0.326212692,-0.448299964,-0.181388773,0.596121739
163,-0.287481986,-0.186750523,0.169202199,0.284587357,-0.468404892,-0.181388773,-0.751663202
164,2.677388004,8.433464123,3.755095544,1.686251404,11.4887765,17.42871586,3.591994563
165,-0.016038085,-0.586951372,-0.111341468,-0.255704252,-0.497474297,-0.181388773,-0.799211085
166,0.544907605,2.484104808,0.261549322,0.985018342,-0.280695529,0.9490074,0.857215601
167,0.458543088,2.277240671,0.157004387,1.689109798,2.955698245,0.521221987,1.221474793
168,-0.096958856,-0.559665997,-0.082842139,-0.067839463,-0.495113188,-0.181388773,0.355560265
169,-0.276058912,-0.963687179,-0.197836018,-1.694787727,-0.495376487,-0.181388773,-0.296106583
170,-0.199158999,-0.164623271,-0.213459303,-0.018449101,-0.50474748,-0.181388773,-0.088250486
171,0.055178268,-0.150043887,-0.100965844,0.275559741,0.983159878,0.073225549,-1.927653386
172,-0.234685906,-0.81426289,-0.180476295,-1.196306562,-0.496154745,-0.181388773,-0.076992758
173,1.033994778,4.756861968,0.831336774,1.682028149,4.717474552,3.021907111,2.156180444
174,-0.081328403,-0.345494789,-0.081869231,0.989662513,-0.495388399,-0.181388773,0.307814075
175,-0.128259732,-0.111299872,-0.209751372,0.08892583,-0.504523417,-0.181388773,0.346514421
176,-0.170695906,-0.777896047,-0.183308123,0.396906643,-0.501068579,-0.181388773,0.496937801
177,0.028114082,-0.051422587,-0.183693012,-1.243499927,1.178911113,-0.030070724,-1.896717516
178,-0.004255292,0.322405713,0.053625744,1.459664589,0.042040744,-0.130051587,0.991972739
179,-0.164729901,0.188980493,-0.02646323,0.297037109,0.131281438,-0.120966256,0.566329947
180,-0.206510588,-0.67842445,-0.169754652,-0.973829538,-0.48464778,-0.175812138,0.901148198
181,-0.23712933,-0.920952278,-0.194087724,-0.105930392,-0.499427267,-0.181388773,-0.098531934
182,-0.262592101,-0.371137335,-0.072904423,-0.594795492,-0.493420683,-0.181388773,-0.354973212
183,-0.073201419,-0.079626379,-0.133200535,0.420736345,0.631171103,-0.115361333,-1.159443122
184,-0.101256831,0.810589067,0.132752848,1.687882895,0.392707213,-0.120966256,0.571958811
185,0.650894123,2.873598444,0.033731351,0.967214837,-0.378273835,0.30582672,0.683514047
186,-0.12775346,-0.290399016,-0.164446813,-0.716408692,-0.502790137,-0.181388773,-0.330001802
187,-0.245424182,-0.761166762,-0.153074251,0.118989952,-0.498041736,-0.181388773,-0.276596239
188,0.140969899,-0.944775285,-0.076487856,0.051003987,-0.484951157,-0.181388773,0.759374048
189,-0.239354258,0.272533045,0.226833395,0.186522884,-0.477014636,-0.138554138,-1.038277631
190,-0.266895405,-0.676349703,-0.198016043,0.027631543,-0.503112434,-0.181388773,0.395389435
191,0.6243895,-0.293709993,0.283254751,0.505974348,-0.30266497,-0.15906656,1.431573283
192,0.049742515,-0.268826746,-0.191351423,-1.992695236,1.113442411,-0.009920409,-2.291424437
193,-0.181290295,-0.167094523,-0.116883948,-0.48200242,-0.499829026,-0.181388773,-0.839116527
194,-0.192902555,0.089168996,-0.157846673,0.264850947,-0.502377003,-0.181388773,0.357238246
195,-0.180720074,-0.705335617,-0.230296474,-1.511111488,-0.036462529,-0.159388299,-1.198936696
196,-0.288569136,-0.981987878,-0.198475946,-0.962882583,-0.500298443,-0.181388773,0.573911371
197,-0.253068875,-0.739272879,-0.202268928,0.156039748,-0.503045452,-0.181388773,0.531290651
198,-0.020373365,-0.213210248,-0.191590806,-1.117096499,0.910908802,-0.023997515,-1.752365377
199,-0.171673809,-0.122994552,-0.179544833,-0.122154716,-0.503902955,-0.181388773,0.180638361
200,0.349761421,0.253441194,0.458793256,0.738686949,-0.486478374,-0.147415054,0.33643128
201,-0.251829844,-0.198317483,-0.101254905,0.206835594,-0.368580224,-0.141822514,1.076817566
202,-0.122898587,-0.538399992,-0.226861975,-1.599166069,0.226528918,-0.159388299,-1.195123102
203,0.296882739,1.43983539,-0.05000212,0.623849305,-0.420831357,-0.093567189,0.455888281
204,-0.292781845,-0.944929568,-0.188408352,-1.133498548,-0.478398667,-0.181388773,0.877641208
205,-0.14312012,-0.042239972,-0.148927051,-0.149220079,0.061946235,-0.089156606,-0.147940851
206,-0.011367069,0.405351916,-0.186780379,0.480502339,-0.50177131,-0.153004978,0.600835341
207,0.355820687,0.865508097,0.739482881,1.682433289,-0.474864842,-0.141822514,0.126409062
208,-0.06713416,0.686841259,0.178234362,1.684967729,-0.489786213,-0.153479474,1.507402775
209,-0.281734477,-0.979020456,-0.230841531,-1.343229582,-0.45000003,-0.181388773,0.274818864
210,0.453674892,0.449129367,0.363103233,0.309099019,-0.20424525,-0.057436445,0.783536976
211,-0.224672397,-0.944266372,-0.186101837,-1.306826627,-0.497022624,-0.181388773,-0.346995174
212,0.374891119,-0.162186108,-0.01171109,-0.040110678,0.580585928,0.041659289,-0.581302356
213,-0.158007154,-0.286943849,-0.096316352,0.753059429,-0.061033336,-0.083818686,-0.265567327
214,-0.025241561,0.348913424,-0.163034965,0.962349465,-0.501053097,-0.147415054,0.482278348
215,-0.11283978,0.14387773,-0.031687027,1.310452319,0.362423711,-0.090159986,-1.174773768
216,0.222223743,0.847069438,0.427287992,1.388204058,-0.48382088,-0.147415054,0.321451485
217,-0.237910053,-0.28375822,-0.212088444,-0.249030167,-0.504752708,-0.181388773,0.338994015
218,0.239730064,0.655714045,-0.116500116,0.845677533,1.886423198,0.17181611,-0.594344845
219,-0.155931443,-0.270608605,-0.033987997,0.948271322,-0.493773972,-0.175812138,0.63239664
220,0.353982123,0.705603436,0.179793363,1.686324157,1.49569936,0.388559922,0.96965559
221,-0.065865818,-0.733711408,-0.09659758,-1.427426309,-0.481871139,-0.181388773,-0.842457235
222,1.204272394,4.051734068,0.593235827,1.681797008,4.252247434,2.806109267,0.791911627
223,-0.024999084,-0.544462874,-0.195997058,-0.963649101,0.529338646,-0.122078953,-1.498746158
224,-0.036640654,0.047208362,0.032327829,1.128166386,-0.495277455,-0.181388773,1.036393475
225,-0.024879177,-0.415988805,-0.019997653,-0.857504238,-0.335870621,-0.136227355,0.634135639
226,-0.236332619,-0.984854677,-0.177916988,-1.758250884,-0.478648869,-0.181388773,0.194519841
227,0.063014811,0.523604028,-0.102320696,1.007387374,-0.498522732,-0.141822514,0.397235214
228,-0.267830674,-0.663530491,-0.205801037,-0.264134056,-0.502657685,-0.181388773,-0.281630183
229,-0.219329905,-0.903702442,-0.215134604,-1.762450968,-0.41430101,-0.181388773,-0.651808071
230,0.039976813,-0.221475335,-0.207697813,-1.899855926,0.909144897,-0.041357748,-2.24459351
231,0.958954746,0.922246453,0.279528421,1.688029914,1.745931776,0.49964106,1.674392405
232,-0.144918715,-0.645692178,-0.103064499,-1.505403612,-0.403907111,-0.181388773,-0.291392982
233,-0.123860502,-0.100750673,-0.126728068,1.122462002,0.239194395,-0.077914346,-0.97741268
234,-0.127481673,-0.941712206,-0.16208396,0.015088839,-0.492734818,-0.181388773,1.125601053
235,0.008731893,-0.531873069,-0.224200199,-2.064768001,0.761351019,-0.061031212,-2.580571092
236,-0.246756474,-0.525420566,-0.11652218,-0.39285788,-0.496213504,-0.181388773,-0.642152053
237,0.545461839,2.748449449,0.262509106,0.993379959,-0.28028335,0.908359956,0.863591929
238,-0.148934244,-0.49822447,-0.130933293,0.693878308,-0.499815047,-0.181388773,0.837964581
239,-0.287005025,-1.178821624,-0.24921277,-1.688733101,-0.499480043,-0.181388773,0.072317052
240,-0.209870629,-0.737318788,-0.20858414,0.16134897,-0.505253711,-0.181388773,0.289783405
241,-0.08798187,0.448346965,0.134615024,1.68826012,0.480631945,0.012723122,0.180653615
242,0.09801413,1.378554197,-0.089155791,0.857374082,-0.478773817,-0.104794804,0.287403723
243,0.31188968,1.469726224,-0.123472564,-0.008095136,2.613103414,0.491167882,-0.807585736
244,-0.12942149,-0.222499147,-0.201853333,0.658245337,-0.50329553,-0.181388773,0.695565002
245,-0.054115,0.605166629,0.03657499,-1.164651228,0.576992644,-0.056617811,-1.668390049
246,-0.258435349,-0.189790795,-0.189453559,0.705407633,-0.500773012,-0.181388773,0.330054952
247,-0.224952178,-0.637576194,-0.167108813,-1.666221615,-0.419723692,-0.181388773,-0.280928481
248,0.157207878,0.521468681,-0.095036301,0.919724242,1.4847483,0.073225549,-1.787099586
249,-0.170626627,-0.248975358,-0.188421279,-0.138468836,-0.504630212,-0.181388773,0.338994015
250,0.071005901,0.309386103,-0.159664072,-0.659499542,1.337909782,0.013633725,-1.786840261
251,-0.254233299,-0.945166055,-0.224989446,-0.421702347,-0.503973629,-0.181388773,0.296541093
252,-0.095317472,-0.452460614,-0.172142395,-1.843738722,0.266726517,-0.090852172,-1.43987953
253,1.581545602,2.424943944,1.756089004,1.684691029,0.81370961,1.807605878,-0.666848884
254,0.293885082,-0.201067098,-0.056948483,-0.330838018,0.18421027,-0.159388299,-0.357871543
255,0.589424821,2.305084387,0.181733373,1.681555661,3.254675797,0.928099221,1.500873903
256,-0.278233213,-0.789476079,-0.175280621,-0.376696013,-0.461341669,-0.181388773,0.38770123
257,0.112858531,-0.740550566,-0.027913631,-0.522735185,-0.466756794,-0.181388773,0.136827799
258,-0.27379135,-0.708551468,-0.15245555,-1.046775004,-0.469379024,-0.175812138,0.373240084
259,-0.074738885,-0.43938654,-0.203587178,-2.147024026,0.298792402,-0.122078953,-1.775582533
260,-0.272400437,-0.165021968,-0.106532009,-0.612228988,-0.408188642,-0.144148208,0.075428945
261,0.172044285,0.573258412,-0.046911865,1.408164832,1.45851076,0.152992517,-1.260854199
262,0.187709378,-0.416895428,0.065129697,0.294960497,-0.458975821,-0.181388773,1.279563448
263,-0.208016079,-0.442188656,-0.171645046,-0.268634773,-0.362521277,-0.181388773,0.848169757
264,-0.01578495,0.101555768,-0.034483452,1.587683164,-0.49684966,-0.175812138,1.313656973
265,-0.103774863,-0.359815986,-0.126419836,-0.567860155,-0.503498107,-0.181388773,0.074117068
266,-0.275880384,-1.080996089,-0.239652723,-0.786629972,-0.502422013,-0.181388773,0.51168878
267,-0.055324721,0.261426257,-0.227502891,0.740014375,-0.503475502,-0.153004978,0.368282413
268,-0.002419393,-0.726786762,-0.124800752,-1.065810802,-0.425539267,-0.181388773,0.77783184
269,-0.240417428,-0.744404728,-0.200886794,-0.19339729,-0.502422107,-0.181388773,0.138078658
270,0.48332639,-0.33114005,0.305345459,1.013953067,-0.470641993,-0.181388773,1.30667047
271,0.061144273,1.437580126,-0.099089752,0.7880789,-0.48875526,-0.147415054,0.211025073
272,-0.167703578,0.635708675,0.384248053,1.394783474,-0.240560141,-0.098845601,1.059458089
273,-0.141342842,-0.356353704,-0.127747684,-0.350602501,-0.503089088,-0.181388773,0.595130205
274,-0.163480211,-0.421462397,-0.17294083,-0.302145076,-0.505034772,-0.181388773,0.249374569
275,-0.11050294,0.370043655,-0.102519356,-0.192905143,-0.499564272,-0.181388773,0.343661853
276,-0.066382747,-0.351721838,-0.099826309,-0.932820989,-0.317658338,-0.141822514,0.364453565
277,0.225887546,0.759260516,-0.179747111,-0.489912851,2.273927928,0.055654969,-1.302056262
278,-0.256892554,-0.551961079,-0.171844118,-0.154159904,-0.362136807,-0.147415054,0.412367553
279,-0.271124101,1.796063106,1.301159508,1.682792436,-0.441939226,-0.003765711,2.598322367
280,-0.197658838,-0.691263937,-0.202995591,-0.834861349,-0.169882789,-0.130629576,-0.472248837
281,-0.29226758,-1.00188656,-0.188666589,-1.094610446,-0.482309285,-0.181388773,0.851968096
282,-0.22930611,-0.655909874,-0.184533904,-0.036177,-0.50325311,-0.181388773,-0.017927823
283,-0.174575541,-0.129977588,-0.171074056,-0.684695869,0.050604533,-0.153801363,-0.032877109
284,-0.086233903,-0.856890253,-0.096954651,-1.238641715,-0.489083329,-0.181388773,-0.243738318
285,0.047776052,-0.087547225,-0.142486012,-0.340918244,0.08362186,-0.127680733,-0.942632707
286,0.088973195,0.601558168,-0.098893445,-0.015411471,1.698654026,0.259372625,-0.883918623
