id,x,y
3-291,251.878269323605,357.408504137355
3-292,242.141700403174,319.123410129331
3-293,250.84680541196,290.003853481701
3-294,255.754399778401,310.343000804869
3-295,249.349171747273,330.308295547833
3-296,241.376025738493,305.056224216618
3-297,245.238318977269,306.791478654862
3-298,256.469386975215,301.37915513422
3-299,265.55763788227,335.594402514739
3-300,254.586289170663,319.488812038067
3-301,237.333243257331,329.527146407913
4-302,243.432384028163,318.651596891561
4-303,215.887210889515,322.255024346584
4-304,241.139068808334,335.616375317309
4-305,214.76932004774,343.557560007314
4-306,208.942628122801,334.138755872275
4-307,223.332625909946,313.190056256133
4-308,236.772311831212,331.786752669565
4-309,243.566457039178,329.078559865677
4-310,245.522772957797,305.404579961272
4-311,236.923141846158,322.148003369482
4-312,220.771447039167,328.176788649396
4-313,232.661620526287,321.486536604773
4-314,226.567293486499,313.43228503081
4-315,234.178538660167,317.112223092616
4-316,229.047111298824,341.624191594104
4-317,239.375752242228,338.072076058534
4-318,227.880156257894,309.97926784958
4-319,224.292284471948,324.641678878773
4-320,231.795792233124,306.176162777851
4-321,229.489597690349,297.55760659798
4-322,212.153210689607,343.269803957248
4-323,203.330730396144,308.672462864664
4-324,221.533394162514,339.016878040406
4-325,218.347888731016,317.822211278792
4-326,220.21189855045,340.149295656868
4-327,252.479602450825,335.377668610962
4-328,222.866929565776,336.438999895719
4-329,218.547393066202,343.218895326458
4-330,240.951740230313,322.571396338363
4-331,251.129081803249,352.496367393459
4-332,232.228112754902,325.532177682758
4-333,248.489277572872,331.01677362534
4-334,208.181736215404,334.058067336979
4-335,248.54733015005,334.754191941225
4-336,208.044023491741,324.261471545536
4-337,231.690863357096,309.849163055811
4-338,244.947852899334,325.887352648028
4-339,233.44915667882,316.336682667357
4-340,209.610502958094,309.873018824532
4-341,225.986981049119,317.870584048192
4-342,227.50181330386,310.300339391273
4-343,211.027824920657,337.949670964667
4-344,210.685561901762,325.125160541646
4-345,238.239912380278,333.934648140775
4-346,226.365030111422,326.08431269475
4-347,233.251184441635,320.055755823601
4-348,227.50445624917,317.595128363202
4-349,219.056899562211,326.511006803381
4-350,204.689288639583,338.496506647779
4-351,211.711270813349,311.031443058182
4-352,224.326074036911,334.528238430721
4-353,242.809208452797,319.108876886578
4-354,214.391390993567,290.589169368821
4-355,245.21561491906,307.153636019612
4-356,244.140368562365,325.202499876752
4-357,219.169195611321,307.224615382626
4-358,223.793149477072,335.762894240443
4-359,241.90441348397,349.929196493852
4-360,219.023454460199,325.175531481134
4-361,220.910066058007,307.21455773802
4-362,251.766892616475,319.178685319501
4-363,226.544436294927,331.70898345809
4-364,234.476495915774,311.04917478928
4-365,238.447173661194,332.957828822699
4-366,239.014627625359,333.382404042406
4-367,225.44518132755,344.314777092328
4-368,224.939193844908,315.805477558281
4-369,239.422139190617,318.828677760337
4-370,226.919045297437,310.374456469692
4-371,202.630972822506,320.906247134875
4-372,238.913175754967,347.27916026938
4-373,218.129576618502,322.656520345833
4-374,236.605066226041,325.816019126522
4-375,223.560162017664,347.301283061411
4-376,238.946184253331,313.122560351828
4-377,235.496463718563,334.682026143668
4-378,239.847465091359,327.64954384607
4-379,231.429590521103,337.472270258951
4-380,237.267469536066,324.521258365218
4-381,243.497760034888,327.461425244056
4-382,210.961298286482,325.634422970323
4-383,220.21881801706,349.657368225693
4-384,244.71987396704,333.246171309215
4-385,246.771581797329,315.055680098748
4-386,204.560715005595,319.943599574905
4-387,215.488429305986,308.604160525983
4-388,246.467558210517,330.985354406143
4-389,223.242990472256,317.435409422169
4-390,212.438445637832,304.640424172217
4-391,222.991790336198,311.535527223543
4-392,231.558005921065,368.373793642024
4-393,231.813401513098,333.412366221115
4-394,222.94890018015,301.816035856163
4-395,236.755520261178,346.168965220295
4-396,225.258245553544,328.327318104253
4-397,230.034164052538,327.033638861006
4-398,244.177044458758,326.064300589468
4-399,235.836222854753,331.291570196275
4-400,227.86046311623,322.619494989215
4-401,232.431984693563,338.191462740998
5-402,264.935489852769,270.996418086358
5-403,264.402143046811,293.970111102528
5-404,254.7760115558,289.809375492847
5-405,256.41596873709,284.615424707331
5-406,252.444404040492,275.374956436927
5-407,252.852552397729,270.092756572862
5-408,259.43286590254,276.467157635114
5-409,248.182774525416,272.933245473246
5-410,246.173677437135,281.5711387465
5-411,281.963913405704,284.386478449753
5-412,248.777749776202,264.766456991566
5-413,267.3447119671,281.746573711755
5-414,245.416366104961,270.179415404991
5-415,263.952058470643,272.26687585363
5-416,276.895436905519,290.506848698688
5-417,231.05397839641,269.221564412088
5-418,218.021097070264,288.922194361218
5-419,254.335519167069,281.714820408946
5-420,250.990942837141,268.433988613889
5-421,257.175075742574,277.111616072463
5-422,238.477202908016,247.05482636023
5-423,245.552333926181,240.560878929748
5-424,241.596519942733,270.617762483681
5-425,248.432191376957,254.920062675708
5-426,265.035521757471,274.054381029128
5-427,266.736269254988,274.049260878132
5-428,242.274227342934,265.032900143204
5-429,240.755749263829,270.647784662933
5-430,254.248232182489,257.494198679251
5-431,265.020424422321,300.607619997583
5-432,251.4177482219,259.141816992958
5-433,243.184047478158,262.152011980601
5-434,232.771392721357,262.208589139108
5-435,272.210923806743,278.927180141271
5-436,255.830650892602,258.971603385861
5-437,268.54900246622,278.34970657855
5-438,257.93015291201,268.19020983866
5-439,226.722978702885,261.62718576656
5-440,279.974252564536,276.245171697012
5-441,266.588850955052,267.52695678025
5-442,245.186370860156,256.140968335719
5-443,222.560563695569,298.34063422622
5-444,258.621497854627,313.174221973395
5-445,287.386607284428,256.065954368485
5-446,245.572260051426,283.399721474944
5-447,244.337972930224,261.325113798298
5-448,270.452184174251,276.385279833703
5-449,248.327466287052,279.822063887429
5-450,227.640024007824,293.698992892212
5-451,249.445871311809,281.751999726821
5-452,263.914485030159,284.588462326801
5-453,250.378012765057,263.028899532984
5-454,260.229788987608,265.060789603513
5-455,257.137062026872,264.163747944758
5-456,274.379242007572,280.765334860263
5-457,272.233764782844,275.930137331081
5-458,230.923086265904,269.536247207403
5-459,262.042244892233,300.11568176526
5-460,266.088074268024,312.331772099632
5-461,247.806254498971,277.658023370217
5-462,270.503243915445,289.346871484066
5-463,254.013802094343,264.946025118293
5-464,257.803165198809,252.989585394795
5-465,273.774517552401,268.958383305879
5-466,248.404095482899,277.515894080865
5-467,239.54169451188,272.453296217654
5-468,265.0606714945,272.909753370401
5-469,243.024308112977,263.915742961475
5-470,237.32129950126,233.087610913845
5-471,253.058463954894,254.320180932006
5-472,258.723186682903,260.983602548997
5-473,247.084398174428,282.793765830989
5-474,264.238864412442,289.471821278184
5-475,253.757219711252,266.410729997029
5-476,265.453844247382,260.294005900407
5-477,252.249164762111,257.747605486446
5-478,237.550454716696,264.792468104742
5-479,258.592707897302,278.909058474809
5-480,258.1125194334,257.505282517966
5-481,249.21483737311,289.056824111295
5-482,266.424669293835,265.326604609459
5-483,271.489181878314,262.981857883247
5-484,243.60656892632,264.251759592509
5-485,259.910248935713,298.849957332064
5-486,232.03045864863,260.633454648378
5-487,226.4355918391,270.373626996532
5-488,249.696726359265,265.985374173602
5-489,251.893606056954,279.336421011745
5-490,260.743986285715,260.70464503303
5-491,274.244598932353,282.618200748912
5-492,269.368463352621,252.647868071131
5-493,260.549331649564,294.329660219602
5-494,252.798862987855,259.802509186114
5-495,239.609689125929,254.816261916554
5-496,255.930012162761,292.535061510335
5-497,252.7056997061,272.724551257546
5-498,264.932397455436,274.030776275759
5-499,242.39963123814,255.570854249452
5-500,249.466333207074,272.367657550919
5-501,247.398014750053,268.535717113056
6-502,238.799104580406,189.181459912246
6-503,235.014515972414,167.901187272099
6-504,242.507004252571,191.096171878299
6-505,260.004635453173,193.451328695738
6-506,268.151855216457,215.466528076757
6-507,237.584222662072,187.960327569784
6-508,240.647255048298,203.582682667813
6-509,251.318310688814,206.683934294951
6-510,260.276015911671,200.06549305687
6-511,258.242998719969,189.088853164153
6-512,267.46468380357,207.093846391627
6-513,253.693905562903,190.308363665002
6-514,237.923506732799,206.9591085694
6-515,232.310328757962,193.656182460747
6-516,257.544051129318,183.433857698347
6-517,247.066757965742,183.66487179568
6-518,215.33266954555,197.812448834382
6-519,231.111553161989,192.247341130326
6-520,243.571467471661,184.10481865915
6-521,253.840716592589,181.377035255592
6-522,248.330399665703,234.204896644541
6-523,243.726512360242,183.255371309802
6-524,239.333649672232,178.322474359843
6-525,249.033479965949,208.287037941062
6-526,268.876821411433,187.084949740834
6-527,239.190982366052,176.898649036305
6-528,232.340474737649,203.201604800487
6-529,233.074747390492,174.007192277157
6-530,260.284194392373,210.398096513722
6-531,254.587356422816,216.004151416994
6-532,237.828835216926,177.714698585461
6-533,248.400513748562,195.63103773084
6-534,238.055237551378,200.737618642933
6-535,254.694318285802,196.262848164991
6-536,240.242618497548,202.832652707905
6-537,255.541797876344,178.547012501901
6-538,228.925213469677,182.863680003002
6-539,259.429044368877,216.677227504432
6-540,240.144625276093,171.728302809554
6-541,242.140674152655,221.22738634745
6-542,234.43538189563,199.425168121769
6-543,268.282746939634,202.719343554174
6-544,261.778479049432,230.543180309333
6-545,262.191171360821,190.211271151198
6-546,255.105118188661,199.546452694738
6-547,262.456493154568,215.628264814398
6-548,247.120018910012,205.020953936748
6-549,249.521177186341,190.435839840062
6-550,242.368346937793,192.233352705811
6-551,237.481847670433,172.987318564648
6-552,251.493069089764,224.399872715152
6-553,225.4325240817,189.940258653339
6-554,243.634230948109,204.59136896715
6-555,258.818194319216,184.210099880875
6-556,231.880096229999,180.739848547469
6-557,256.927506009974,190.926988286689
6-558,240.267627552964,179.706798657862
6-559,261.877856846907,197.618605179573
6-560,229.291928515961,191.660672132048
6-561,265.10391418199,192.129954348558
6-562,257.212051707333,232.348759989036
6-563,248.059542164805,195.518381848181
6-564,253.316742556172,174.094068743687
6-565,252.486537420972,197.40420817754
6-566,256.036580400369,195.028090157207
6-567,235.184359922933,174.511752516779
6-568,234.094792677005,192.873837261933
6-569,264.697160441949,199.972353521983
6-570,254.1172664232,200.954116852199
6-571,259.34419616021,187.581768179717
6-572,255.377280011811,189.015426263745
6-573,256.07328045638,225.088914106626
6-574,217.885104293604,184.63162511807
6-575,275.008552754268,202.55022682817
6-576,249.883767116022,207.126458742779
6-577,240.066092031937,201.790951219469
6-578,265.688270518667,204.805711178952
6-579,226.725934341022,201.894648117545
6-580,246.30024563659,236.25003896572
6-581,225.891712393842,182.913577783669
6-582,251.687219695322,161.161473243678
6-583,251.507038165493,195.528363558201
6-584,225.872174708966,174.650319698609
6-585,241.474284555532,204.02329210527
6-586,228.584035006765,151.93565758752
6-587,213.012778761876,175.321282285762
6-588,236.114965389664,190.832060654337
6-589,268.629651722609,221.712076415509
6-590,220.821470286424,167.387436543969
6-591,259.682988149097,205.595005181804
6-592,236.201207701715,193.961634248765
6-593,227.055107938188,183.378400169793
6-594,248.230793178564,194.304027985423
6-595,250.505939084875,185.843121541963
6-596,239.751214255958,189.788413655943
6-597,244.942792916407,190.913673052433
6-598,243.272155995674,193.737301256465
6-599,243.080963536559,200.004190783646
6-600,262.700248441939,168.397403933591
6-601,211.538443866199,196.693712931399
7-602,159.055025966187,232.088121739449
7-603,177.095552353864,216.479562548936
7-604,178.069202640267,191.131105419087
7-605,138.805078216595,208.756970946592
7-606,181.514776938516,217.535856454573
7-607,166.26696333111,218.421325503111
7-608,159.428535821957,207.427733991761
7-609,180.231325564426,200.336535572973
7-610,172.70726304144,203.512992284273
7-611,155.395268555322,192.333384870775
7-612,152.309164981366,212.399762027686
7-613,150.237634784557,201.51957193099
7-614,180.359894718364,190.836032325268
7-615,174.658860558326,204.863359035665
7-616,175.196011922801,229.695767932327
7-617,180.694198327318,222.671784514817
7-618,170.434301133236,232.398939557977
7-619,217.658182135861,224.291452723007
7-620,188.94599710497,224.372154557841
7-621,174.479111109911,215.016752470247
7-622,163.314050948364,209.080364663909
7-623,165.251215426147,215.842437450384
7-624,172.665087718571,227.089709953179
7-625,161.630530690806,198.879025636215
7-626,190.818764396671,209.311921268127
7-627,193.296725044727,204.280298463168
7-628,153.970370140754,201.292352528826
7-629,171.719778249848,181.961877941928
7-630,157.956116994966,240.617901317101
7-631,153.849907495581,199.357850744358
7-632,176.675567143925,211.704140935398
7-633,175.778683649748,228.284376460403
7-634,138.80221694517,201.772182800233
7-635,174.762719933611,219.96013411072
7-636,185.540833453742,227.246318731903
7-637,183.374666259175,184.474038056267
7-638,198.725096145355,234.301040226349
7-639,192.345835512268,227.977483642273
7-640,201.076970079188,228.964168675219
7-641,186.43069384451,230.889941156928
7-642,190.195380163954,233.508913626409
7-643,169.066536720407,201.219989717273
7-644,180.739673361327,204.408952471272
7-645,169.993489418247,210.992483661752
7-646,164.987118623167,183.859874541311
7-647,177.377752810294,208.369844308781
7-648,153.181740337407,207.262901074535
7-649,173.718629111747,214.676231129716
7-650,157.526148976642,210.57475480816
7-651,159.878547169094,200.101668324239
7-652,176.253420247473,230.55245991859
7-653,169.298903880187,215.606973448849
7-654,170.041186316638,200.68363504432
7-655,170.809714497858,208.294345999794
7-656,186.19427914845,221.432793294936
7-657,167.038251999072,198.690571691879
7-658,171.535399775255,192.986219329999
7-659,195.308926065656,200.78424080411
7-660,159.388774869438,207.834039916677
7-661,174.334117193137,195.967640654217
7-662,165.814563465707,206.106575484651
7-663,167.745720304279,217.186119377948
7-664,167.381005597429,233.305917640708
7-665,177.206035953429,205.389261236208
7-666,185.946431227181,226.209898550761
7-667,162.90999247989,207.537507535509
7-668,147.502461301008,238.850713234663
7-669,176.971476638966,238.994405378892
7-670,168.464095632595,219.855727377637
7-671,146.270618883908,222.655292744291
7-672,158.316388144676,191.312481272749
7-673,195.351742901379,242.950925565175
7-674,151.314397621862,217.240290896391
7-675,173.520825124224,183.609039198655
7-676,171.81522651758,233.2953164559
7-677,184.532644486583,207.525470931933
7-678,181.262824908403,224.671609328248
7-679,151.874628773107,244.38751158113
7-680,169.655526571653,230.948191980386
7-681,208.714816395555,237.265008015054
7-682,175.961432155393,229.991722320508
7-683,167.52314319164,234.779838881977
7-684,151.613438798598,235.254683915733
7-685,152.969774122801,188.539980307284
7-686,201.670543215745,232.206951231123
7-687,174.372701957574,196.304234387415
7-688,161.51775526126,205.411971228581
7-689,166.155085274615,222.955861796575
7-690,177.388270097663,223.968738653077
7-691,185.86409786895,214.573561732754
7-692,157.730438408917,205.064975821961
7-693,178.316601280726,210.64260709617
7-694,181.717082829184,219.68159326383
7-695,180.141352975804,208.641652242174
7-696,154.989196501525,207.204286466591
7-697,161.408115774117,199.834014660578
7-698,179.515803411297,218.526720435869
7-699,168.595309540479,221.769473113435
7-700,149.372456741705,216.723730576797
7-701,170.672857093487,217.877099978914
8-702,202.707654325685,217.594510047044
8-703,173.807020517954,209.594449395275
8-704,207.507577136476,232.192458968957
8-705,211.702199066472,223.1131758643
8-706,217.426105824512,193.040109597652
8-707,195.965505678161,200.40528614912
8-708,209.548194844247,211.163139355192
8-709,183.599596969285,201.414010345063
8-710,192.252010043942,208.506932342616
8-711,182.908160947534,211.884034716548
8-712,193.046709886442,200.998854054879
8-713,209.910236548781,211.798083059541
8-714,175.169977354778,212.690660669181
8-715,189.475723148325,207.013124274793
8-716,205.118497294731,197.288087121585
8-717,186.250461128956,237.211824477773
8-718,187.467243626115,231.336866057309
8-719,205.818826156211,242.26664143564
8-720,197.772517899872,207.457873823947
8-721,187.955359684643,208.344793908128
8-722,207.943756294878,203.496918918727
8-723,201.737297309674,208.852198052107
8-724,172.747494384951,203.679055172227
8-725,202.095589590201,224.173682764677
8-726,164.779657308637,207.383227212787
8-727,177.361603797308,217.550747696863
8-728,171.064115550076,172.281481347018
8-729,174.304509121617,221.929118895468
8-730,186.124930672701,229.853446873512
8-731,183.333505946336,217.39928061408
8-732,167.835874953255,194.487841970993
8-733,233.56453017317,211.56922684761
8-734,183.226481698762,208.638411955753
8-735,189.062799104916,185.19879181443
8-736,179.976400251178,185.410902635051
8-737,181.821171212435,212.403534340951
8-738,185.73152856687,213.840539285743
8-739,185.474265442386,215.831122383382
8-740,196.235115696669,199.693633693128
8-741,206.683320629998,218.996979208287
8-742,186.93603811956,208.698896195093
8-743,195.914682371681,248.86319079964
8-744,182.193148750547,223.639691990895
8-745,191.664143698215,228.102321991973
8-746,202.370146139493,228.518216306732
8-747,170.16785266183,226.018356497096
8-748,198.796884260391,216.987626342082
8-749,223.104297930637,203.456361150655
8-750,191.504171477819,195.718927838933
8-751,183.051425830742,208.244631070581
8-752,188.718976044693,229.341384313155
8-753,196.140890893163,211.372001941052
8-754,211.932381608745,186.344998563772
8-755,209.170611756638,213.727133907099
8-756,208.413324760179,228.533793572807
8-757,186.201149697462,189.741553961195
8-758,204.830736845817,191.675929191171
8-759,203.069634310813,196.984731193573
8-760,181.394877409563,211.848711434748
8-761,194.368911257637,203.30123315369
8-762,201.953936478019,201.826978438376
8-763,186.295560914787,206.875686967321
8-764,176.444011439963,196.769088085826
8-765,180.737591271561,209.838999621423
8-766,200.159083739716,213.924488867664
8-767,201.220056549593,224.31216598582
8-768,197.107996951418,197.078665726349
8-769,162.540992842952,235.768770323012
8-770,183.991880960553,197.479609266918
8-771,203.367854982285,246.01617479945
8-772,193.204941987568,212.385863545352
8-773,170.505357441763,179.722580692176
8-774,183.298851780947,201.172411199069
8-775,184.880562603663,218.490737959771
8-776,197.512962916683,234.066538067028
8-777,207.686929024698,234.528917598279
